"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","sirena",,,,"User:","andrej"
"Cmdline:","dstat -T -c -C total,0,1,2,3,4,5,6,7 -m -d -D sda --disk-util --disk-tps --output profiling_idle_sirena.csv",,,,"Date:","10 Dec 2017 11:52:06 CET"

"epoch","total cpu usage",,,,,,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"cpu2 usage",,,,,,"cpu3 usage",,,,,,"cpu4 usage",,,,,,"cpu5 usage",,,,,,"cpu6 usage",,,,,,"cpu7 usage",,,,,,"memory usage",,,,"dsk/sda",,"sda","dsk/sda",
"epoch","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","util","reads","writs"
1512903173.541,0.375,0.501,98.874,0.250,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,1.0,95.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1478983680.0,162394112.0,25086087168.0,23919038464.0,0.0,20480.0,3.200,0.0,3.0
1512903174.541,0.501,1.126,96.621,1.752,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.020,2.020,90.909,5.051,0.0,0.0,0.0,1.0,91.0,8.0,0.0,0.0,0.0,0.990,98.020,0.990,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,1.0,3.0,96.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.980,98.020,0.0,0.0,0.0,1479168000.0,162394112.0,25086087168.0,23918854144.0,0.0,176128.0,16.0,0.0,15.0
1512903175.541,0.501,0.626,97.872,1.001,0.0,0.0,2.020,1.010,94.949,2.020,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,1.0,1.0,98.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,1.010,92.929,6.061,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1478459392.0,162394112.0,25086087168.0,23919562752.0,0.0,57344.0,10.400,0.0,9.0
1512903176.541,0.125,1.125,98.750,0.0,0.0,0.0,0.0,2.0,98.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,2.0,97.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,98.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1479008256.0,162394112.0,25086087168.0,23919013888.0,0.0,57344.0,0.0,0.0,13.0
1512903177.541,0.375,0.500,97.250,1.875,0.0,0.0,0.990,0.0,96.040,2.970,0.0,0.0,0.0,0.0,95.0,5.0,0.0,0.0,2.020,1.010,96.970,0.0,0.0,0.0,0.0,1.0,97.0,2.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,96.0,4.0,0.0,0.0,1478373376.0,162394112.0,25086087168.0,23919648768.0,0.0,200704.0,18.400,0.0,18.0
1512903178.541,0.125,0.501,99.374,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,0.0,1.980,97.030,0.990,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.990,0.990,98.020,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1479819264.0,162394112.0,25086087168.0,23918202880.0,0.0,0.0,0.0,0.0,0.0
1512903179.541,0.0,0.501,97.997,1.502,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.980,98.020,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,93.939,6.061,0.0,0.0,0.0,0.0,97.980,2.020,0.0,0.0,0.0,0.0,96.0,4.0,0.0,0.0,1479106560.0,162394112.0,25086087168.0,23918915584.0,0.0,172032.0,15.600,0.0,15.0
1512903180.541,0.626,1.001,97.997,0.375,0.0,0.0,0.990,1.980,97.030,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,3.0,96.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,1.0,2.0,97.0,0.0,0.0,0.0,0.0,1.0,98.0,1.0,0.0,0.0,0.0,0.0,97.980,2.020,0.0,0.0,1480220672.0,162394112.0,25086087168.0,23917801472.0,0.0,20480.0,3.600,0.0,3.0
1512903181.541,0.250,0.875,97.625,1.250,0.0,0.0,0.0,2.020,92.929,5.051,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.010,1.010,93.939,4.040,0.0,0.0,1.010,0.0,98.990,0.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,0.0,0.0,99.010,0.990,0.0,0.0,0.990,1.980,97.030,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1480826880.0,162394112.0,25086087168.0,23917195264.0,0.0,176128.0,14.800,0.0,15.0
1512903182.541,0.500,0.625,97.750,1.125,0.0,0.0,2.0,1.0,97.0,0.0,0.0,0.0,0.0,1.980,95.050,2.970,0.0,0.0,0.990,0.990,92.079,5.941,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.990,0.0,99.010,0.0,0.0,0.0,1479839744.0,162394112.0,25086087168.0,23918182400.0,0.0,57344.0,10.800,0.0,9.0
1512903183.541,0.125,1.001,98.874,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.020,97.980,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,2.0,97.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,1478623232.0,162394112.0,25086091264.0,23919394816.0,0.0,0.0,0.0,0.0,0.0
1512903184.541,0.375,0.625,97.750,1.250,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,3.883,0.971,85.437,9.709,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,98.0,0.0,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1478840320.0,162394112.0,25086095360.0,23919173632.0,0.0,155648.0,12.0,0.0,12.0
1512903185.541,0.375,0.375,98.750,0.500,0.0,0.0,1.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.990,96.040,2.970,0.0,0.0,1479397376.0,162394112.0,25086095360.0,23918616576.0,0.0,40960.0,8.400,0.0,6.0
1512903186.541,0.0,1.125,97.125,1.750,0.0,0.0,0.0,2.0,95.0,3.0,0.0,0.0,0.0,1.980,96.040,1.980,0.0,0.0,0.0,2.0,98.0,0.0,0.0,0.0,0.0,0.0,92.0,8.0,0.0,0.0,0.0,2.970,97.030,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1479221248.0,162394112.0,25086095360.0,23918792704.0,0.0,172032.0,17.600,0.0,15.0
1512903187.541,0.625,0.500,98.375,0.500,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,95.0,4.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,3.960,0.990,95.050,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1479778304.0,162394112.0,25086095360.0,23918235648.0,0.0,20480.0,4.0,0.0,3.0
